ant,yeast,source,publication
Atta sexdens,Phaeotremella foliacea (Tremella foliacea),Waste deposit,Pereira et al. (2016)
Atta sexdens,Pichia mexicana-similar (?),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Pichia mexicana-similar (?),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Pichia mexicana-similar (?),Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodosporidiobolus lusitaniae (Rhodosporidium lusitaniae),Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula babjevae (Rhodosporidium babjevae),Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula dairenensis (Nom. inval.),Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula glutinis,Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula glutinis,Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula glutinis,Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa,Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa,Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa,Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula mucilaginosa-like (?),Waste deposit,Pereira et al. (2016)
Atta sexdens,Rhodotorula nothofagi (?),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Rhodotorula nothofagi (?),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Rhodotorula nothofagi (?),Waste deposit,Pereira et al. (2016)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Fungus Garden,Pereira et al. (2016)
Atta sexdens,Saccharomyces cerevisiae (Candida robusta),Waste deposit,Pereira et al. (2016)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Ant exoskeleton,Pereira et al. (2016)
Atta sexdens,Saitozyma flava (Cryptococcus flavus),Fungus Garden,Pereira et al. (2016)
